-1.032154, 0.088639, 1.525522, 1.200000
-1.031745, 0.100632, 1.526118, 1.200000
-1.031745, 0.100632, 1.526118, 1.200000
-1.031745, 0.100632, 1.526118, 1.200000
-1.031327, 0.112625, 1.526728, 1.200000
-1.031327, 0.112625, 1.526728, 1.200000
-1.030882, 0.124617, 1.527084, 1.200000
-1.030882, 0.124617, 1.527084, 1.200000
-1.030444, 0.136609, 1.527590, 1.200000
-1.030444, 0.136609, 1.527590, 1.200000
-1.029990, 0.148600, 1.527899, 1.200000
-1.029990, 0.148600, 1.527899, 1.200000
-1.029990, 0.148600, 1.527899, 1.200000
-1.029550, 0.160592, 1.528382, 1.200000
-1.029073, 0.172582, 1.528418, 1.200000
-1.029073, 0.172582, 1.528418, 1.200000
-1.029073, 0.172582, 1.528418, 1.200000
-1.028529, 0.184570, 1.527869, 1.200000
-1.028529, 0.184570, 1.527869, 1.200000
-1.027985, 0.196558, 1.527594, 1.200000
-1.027985, 0.196558, 1.527594, 1.200000
-1.027985, 0.196558, 1.527594, 1.200000
-1.027483, 0.208547, 1.527829, 1.200000
-1.026988, 0.220537, 1.528018, 1.200000
-1.026988, 0.220537, 1.528018, 1.200000
-1.026521, 0.232528, 1.528445, 1.200000
-1.026521, 0.232528, 1.528445, 1.200000
-1.026051, 0.244519, 1.528714, 1.200000
-1.026051, 0.244519, 1.528714, 1.200000
-1.025604, 0.256510, 1.529177, 1.200000
-1.025604, 0.256510, 1.529177, 1.200000
-1.025604, 0.256510, 1.529177, 1.200000
-1.025150, 0.268502, 1.529463, 1.200000
-1.025150, 0.268502, 1.529463, 1.200000
-1.024717, 0.280494, 1.529934, 1.200000
-1.024717, 0.280494, 1.529934, 1.200000
-1.024275, 0.292486, 1.530224, 1.200000
-1.024275, 0.292486, 1.530224, 1.200000
-1.023852, 0.304478, 1.530696, 1.200000
-1.023421, 0.316470, 1.530988, 1.200000
-1.023421, 0.316470, 1.530988, 1.200000
-1.023421, 0.316470, 1.530988, 1.200000
-1.023009, 0.328463, 1.531461, 1.200000
-1.023009, 0.328463, 1.531461, 1.200000
-1.022587, 0.340456, 1.531753, 1.200000
-1.022184, 0.352449, 1.532227, 1.200000
-1.022184, 0.352449, 1.532227, 1.200000
-1.021772, 0.364442, 1.532519, 1.200000
-1.021772, 0.364442, 1.532519, 1.200000
-1.021772, 0.364442, 1.532519, 1.200000
-1.021378, 0.376436, 1.532992, 1.200000
-1.020975, 0.388429, 1.533285, 1.200000
-1.020975, 0.388429, 1.533285, 1.200000
-1.020975, 0.388429, 1.533285, 1.200000
-1.020590, 0.400423, 1.533758, 1.200000
-1.020590, 0.400423, 1.533758, 1.200000
-1.020197, 0.412416, 1.534050, 1.200000
-1.019821, 0.424410, 1.534524, 1.200000
-1.019821, 0.424410, 1.534524, 1.200000
-1.019821, 0.424410, 1.534524, 1.200000
-1.019437, 0.436404, 1.534816, 1.200000
-1.019437, 0.436404, 1.534816, 1.200000
-1.019437, 0.436404, 1.534816, 1.200000
-1.019071, 0.448399, 1.535290, 1.200000
-1.019071, 0.448399, 1.535290, 1.200000
-1.018696, 0.460393, 1.535582, 1.200000
-1.018696, 0.460393, 1.535582, 1.200000
-1.018339, 0.472387, 1.536056, 1.200000
-1.018339, 0.472387, 1.536056, 1.200000
-1.017973, 0.484382, 1.536348, 1.200000
-1.017973, 0.484382, 1.536348, 1.200000
-1.017625, 0.496377, 1.536822, 1.200000
-1.017625, 0.496377, 1.536822, 1.200000
-1.017268, 0.508371, 1.537114, 1.200000
-1.017268, 0.508371, 1.537114, 1.200000
-1.016929, 0.520367, 1.537588, 1.200000
-1.016929, 0.520367, 1.537588, 1.200000
-1.016582, 0.532362, 1.537880, 1.200000
-1.016582, 0.532362, 1.537880, 1.200000
-1.016582, 0.532362, 1.537880, 1.200000
-1.016252, 0.544357, 1.538354, 1.200000
-1.016252, 0.544357, 1.538354, 1.200000
