1.536112, -6.987565, -2.236862, 1.200000
1.528698, -6.997001, -2.236545, 1.200000
1.521321, -7.006466, -2.235962, 1.200000
1.521321, -7.006466, -2.235962, 1.200000
1.521321, -7.006466, -2.235962, 1.200000
1.513933, -7.015922, -2.235782, 1.200000
1.506504, -7.025346, -2.236166, 1.200000
1.499084, -7.034776, -2.236265, 1.200000
1.499084, -7.034776, -2.236265, 1.200000
1.491702, -7.044238, -2.235847, 1.200000
1.491702, -7.044238, -2.235847, 1.200000
1.484331, -7.053707, -2.235473, 1.200000
1.484331, -7.053707, -2.235473, 1.200000
1.484331, -7.053707, -2.235473, 1.200000
1.476986, -7.063196, -2.234858, 1.200000
1.476986, -7.063196, -2.234858, 1.200000
1.469641, -7.072686, -2.234399, 1.200000
1.462317, -7.082191, -2.233747, 1.200000
1.454990, -7.091695, -2.233270, 1.200000
1.454990, -7.091695, -2.233270, 1.200000
1.447680, -7.101212, -2.232608, 1.200000
1.440367, -7.110726, -2.232127, 1.200000
1.440367, -7.110726, -2.232127, 1.200000
1.433071, -7.120253, -2.231463, 1.200000
1.425769, -7.129776, -2.230980, 1.200000
1.418485, -7.139312, -2.230316, 1.200000
1.411195, -7.148843, -2.229832, 1.200000
1.411195, -7.148843, -2.229832, 1.200000
1.411195, -7.148843, -2.229832, 1.200000
1.403921, -7.158388, -2.229167, 1.200000
1.403921, -7.158388, -2.229167, 1.200000
1.396642, -7.167928, -2.228684, 1.200000
1.389380, -7.177481, -2.228019, 1.200000
1.382112, -7.187030, -2.227535, 1.200000
1.382112, -7.187030, -2.227535, 1.200000
1.374861, -7.196591, -2.226870, 1.200000
1.374861, -7.196591, -2.226870, 1.200000
1.367604, -7.206148, -2.226386, 1.200000
1.367604, -7.206148, -2.226386, 1.200000
1.353099, -7.225269, -2.225499, 1.200000
1.353099, -7.225269, -2.225499, 1.200000
1.345783, -7.234781, -2.225860, 1.200000
1.338471, -7.244296, -2.225945, 1.200000
1.338471, -7.244296, -2.225945, 1.200000
1.331194, -7.253838, -2.225520, 1.200000
1.331194, -7.253838, -2.225520, 1.200000
1.323926, -7.263386, -2.225141, 1.200000
1.323926, -7.263386, -2.225141, 1.200000
1.316681, -7.272953, -2.224523, 1.200000
1.309418, -7.282504, -2.224323, 1.200000
1.309418, -7.282504, -2.224323, 1.200000
1.302107, -7.292021, -2.224696, 1.200000
1.302107, -7.292021, -2.224696, 1.200000
1.294801, -7.301540, -2.224787, 1.200000
1.294801, -7.301540, -2.224787, 1.200000
1.287534, -7.311089, -2.224366, 1.200000
1.287534, -7.311089, -2.224366, 1.200000
1.280255, -7.320629, -2.224250, 1.200000
1.280255, -7.320629, -2.224250, 1.200000
1.272934, -7.330138, -2.224659, 1.200000
1.272934, -7.330138, -2.224659, 1.200000
1.265622, -7.339653, -2.224768, 1.200000
1.258350, -7.349199, -2.224355, 1.200000
1.251088, -7.358752, -2.223982, 1.200000
1.251088, -7.358752, -2.223982, 1.200000
1.243852, -7.368325, -2.223368, 1.200000
1.243852, -7.368325, -2.223368, 1.200000
1.243852, -7.368325, -2.223368, 1.200000
1.236617, -7.377898, -2.222909, 1.200000
1.236617, -7.377898, -2.222909, 1.200000
1.229403, -7.387487, -2.222257, 1.200000
1.229403, -7.387487, -2.222257, 1.200000
